l1x, l1y, l1z, l2x, l2y, l2z, l3x, l3y, l3z, l4x, l4y, l4z, l5x, l5y, l5z, l6x, l6y, l6z 
267.822, 3.77195, -269.999, 138.41, 227.921, -230.745, -137.178, 237.599, -270.001, -266.59, -5.90647, -230.745, -137.178, -230.055, -269.999, 138.41, -239.734, -230.745, 
268.344, 2.86843, -269.999, 137.597, 229.33, -230.432, -136.656, 236.695, -270.001, -267.404, -4.4975, -230.432, -136.656, -230.958, -269.999, 137.597, -238.325, -230.432, 
269.017, 1.7025, -269.999, 136.543, 231.154, -230.152, -135.983, 235.529, -270.001, -268.457, -2.67264, -230.152, -135.983, -232.124, -269.999, 136.543, -236.5, -230.153, 
269.619, 0.658703, -269.999, 135.597, 232.792, -230.022, -135.38, 234.486, -270.001, -269.402, -1.03457, -230.022, -135.38, -233.168, -269.999, 135.597, -234.862, -230.023, 
270.288, -0.498756, -269.999, 134.548, 234.61, -230.012, -134.712, 233.328, -270.001, -270.452, 0.78335, -230.013, -134.712, -234.325, -269.999, 134.548, -233.044, -230.014, 
271.033, -1.79025, -269.999, 133.377, 236.637, -230.168, -133.967, 232.037, -270.001, -271.622, 2.81009, -230.168, -133.966, -235.617, -269.999, 133.378, -231.017, -230.169, 
271.576, -2.73036, -269.999, 132.528, 238.108, -230.391, -133.424, 231.097, -270.001, -272.472, 4.28177, -230.391, -133.423, -236.557, -269.999, 132.528, -229.545, -230.392, 
272.189, -3.79114, -269.999, 131.573, 239.763, -230.751, -132.811, 230.036, -270.001, -273.427, 5.93638, -230.751, -132.811, -237.618, -269.999, 131.573, -227.891, -230.752, 
272.791, -4.83425, -269.999, 130.638, 241.381, -231.217, -132.209, 228.993, -270.001, -274.362, 7.55478, -231.217, -132.209, -238.661, -269.999, 130.638, -226.272, -231.218, 
273.536, -6.12506, -269.999, 129.491, 243.369, -231.942, -131.464, 227.702, -270.001, -275.509, 9.54226, -231.942, -131.464, -239.952, -269.999, 129.491, -224.284, -231.942, 
274.271, -7.39772, -269.999, 128.371, 245.308, -232.812, -130.729, 226.429, -270.001, -276.629, 11.4813, -232.812, -130.729, -241.224, -269.999, 128.371, -222.345, -232.812, 
274.84, -8.38321, -269.999, 127.514, 246.793, -233.586, -130.16, 225.444, -270.001, -277.486, 12.9662, -233.586, -130.16, -242.21, -269.999, 127.514, -220.86, -233.586, 
275.53, -9.57827, -269.999, 126.487, 248.571, -234.637, -129.47, 224.249, -270.001, -278.513, 14.7445, -234.637, -129.47, -243.405, -269.999, 126.487, -219.082, -234.637, 
276.155, -10.6613, -269.999, 125.57, 250.159, -235.69, -128.845, 223.166, -270.001, -279.429, 16.3323, -235.69, -128.845, -244.488, -269.999, 125.57, -217.494, -235.69, 
276.751, -11.6929, -269.999, 124.711, 251.648, -236.775, -128.249, 222.134, -270.001, -280.289, 17.8213, -236.775, -128.249, -245.52, -269.999, 124.711, -216.005, -236.775, 
277.364, -12.7556, -269.999, 123.84, 253.156, -237.97, -127.636, 221.071, -270.001, -281.159, 19.3289, -237.97, -127.635, -246.582, -269.999, 123.84, -214.498, -237.97, 
277.946, -13.7629, -269.999, 123.03, 254.558, -239.169, -127.054, 220.064, -270.001, -281.969, 20.7317, -239.169, -127.054, -247.59, -269.999, 123.031, -213.095, -239.169, 
278.633, -14.9534, -269.999, 122.094, 256.18, -240.659, -126.367, 218.873, -270.001, -282.906, 22.3536, -240.659, -126.366, -248.78, -269.999, 122.094, -211.473, -240.659, 
279.314, -16.1318, -269.999, 121.191, 257.745, -242.204, -125.686, 217.695, -270.001, -283.809, 23.918, -242.204, -125.686, -249.959, -269.999, 121.191, -209.909, -242.204, 
279.969, -17.2674, -269.999, 120.344, 259.211, -243.746, -125.031, 216.56, -270.001, -284.655, 25.3842, -243.746, -125.03, -251.094, -269.999, 120.344, -208.442, -243.746, 
280.612, -18.3817, -269.999, 119.538, 260.608, -245.301, -124.387, 215.445, -270.001, -285.462, 26.7813, -245.301, -124.387, -252.208, -269.999, 119.538, -207.045, -245.3, 
281.224, -19.4413, -269.999, 118.794, 261.896, -246.807, -123.776, 214.386, -270.001, -286.205, 28.069, -246.807, -123.775, -253.268, -269.999, 118.794, -205.758, -246.807, 
281.965, -20.7242, -269.999, 117.926, 263.399, -248.656, -123.035, 213.103, -270.001, -287.074, 29.5725, -248.656, -123.035, -254.551, -269.999, 117.926, -204.254, -248.656, 
282.831, -22.2246, -269.999, 116.958, 265.076, -250.832, -122.169, 211.602, -270.001, -288.042, 31.2494, -250.832, -122.168, -256.051, -269.999, 116.958, -202.577, -250.832, 
283.528, -23.4308, -269.999, 116.218, 266.357, -252.575, -121.472, 210.396, -270.001, -288.781, 32.5306, -252.575, -121.472, -257.257, -269.999, 116.218, -201.296, -252.575, 
284.107, -24.4348, -269.999, 115.63, 267.376, -254.012, -120.893, 209.392, -270.001, -289.37, 33.5497, -254.012, -120.892, -258.261, -269.999, 115.63, -200.277, -254.012, 
284.727, -25.5086, -269.999, 115.029, 268.417, -255.525, -120.273, 208.318, -270.001, -289.971, 34.5903, -255.525, -120.272, -259.335, -269.999, 115.029, -199.236, -255.525, 
285.32, -26.5348, -269.999, 114.483, 269.362, -256.939, -119.68, 207.292, -270.001, -290.516, 35.5358, -256.939, -119.68, -260.361, -269.999, 114.483, -198.291, -256.939, 
286.05, -27.7991, -269.999, 113.85, 270.46, -258.628, -118.95, 206.028, -270.001, -291.15, 36.6328, -258.628, -118.95, -261.626, -269.999, 113.85, -197.194, -258.628, 
286.906, -29.2819, -269.999, 113.164, 271.648, -260.516, -118.094, 204.545, -270.001, -291.836, 37.8211, -260.516, -118.094, -263.109, -269.999, 113.164, -196.006, -260.516, 
287.464, -30.2487, -269.999, 112.75, 272.364, -261.682, -117.536, 203.578, -270.001, -292.249, 38.5372, -261.682, -117.536, -264.075, -269.999, 112.75, -195.29, -261.682, 
288.16, -31.4539, -269.999, 112.273, 273.19, -263.055, -116.84, 202.373, -270.001, -292.726, 39.3634, -263.055, -116.84, -265.281, -269.999, 112.273, -194.463, -263.055, 
288.724, -32.4305, -269.999, 111.919, 273.804, -264.095, -116.276, 201.396, -270.001, -293.081, 39.9777, -264.095, -116.276, -266.257, -269.999, 111.919, -193.849, -264.095, 
289.431, -33.6562, -269.999, 111.515, 274.504, -265.299, -115.569, 200.171, -270.001, -293.485, 40.6777, -265.299, -115.568, -267.483, -269.999, 111.515, -193.149, -265.299, 
290.112, -34.8358, -269.999, 111.169, 275.102, -266.344, -114.888, 198.991, -270.001, -293.83, 41.2754, -266.344, -114.887, -268.662, -269.999, 111.17, -192.551, -266.344, 
290.633, -35.7381, -269.999, 110.935, 275.508, -267.063, -114.367, 198.089, -270.001, -294.065, 41.6816, -267.063, -114.366, -269.565, -269.999, 110.935, -192.145, -267.063, 
291.193, -36.7073, -269.999, 110.712, 275.895, -267.754, -113.807, 197.12, -270.001, -294.288, 42.0683, -267.754, -113.807, -270.534, -269.999, 110.712, -191.758, -267.754, 
291.93, -37.9836, -269.999, 110.464, 276.325, -268.529, -113.07, 195.843, -270.001, -294.536, 42.498, -268.529, -113.07, -271.81, -269.999, 110.464, -191.329, -268.529, 
292.727, -39.3643, -269.999, 110.254, 276.687, -269.189, -112.273, 194.463, -270.001, -294.745, 42.8603, -269.189, -112.273, -273.191, -269.999, 110.255, -190.966, -269.189, 
293.537, -40.7675, -269.999, 110.105, 276.945, -269.662, -111.463, 193.059, -270.001, -294.894, 43.1184, -269.662, -111.463, -274.594, -269.999, 110.106, -190.708, -269.662, 
294.332, -42.1451, -269.999, 110.022, 277.09, -269.929, -110.668, 191.682, -270.001, -294.978, 43.2631, -269.929, -110.667, -275.972, -269.999, 110.022, -190.564, -269.929, 
294.997, -43.297, -269.991, 110.223, 276.743, -270.001, -110.003, 190.53, -269.993, -294.778, 42.9157, -270.001, -110.002, -277.124, -269.992, 110.223, -190.911, -269.999, 
294.938, -43.1937, -269.802, 111.122, 275.184, -270.001, -110.062, 190.633, -269.802, -293.878, 41.3574, -270.001, -110.062, -277.021, -269.802, 111.122, -192.469, -269.999, 
294.826, -42.9996, -269.445, 111.88, 273.872, -270.001, -110.174, 190.827, -269.445, -293.12, 40.045, -270.001, -110.174, -276.827, -269.445, 111.88, -193.782, -269.999, 
294.621, -42.6437, -268.795, 112.777, 272.318, -270.001, -110.38, 191.183, -268.795, -292.223, 38.4908, -270.001, -110.38, -276.471, -268.795, 112.777, -195.336, -269.999, 
294.393, -42.2499, -268.082, 113.515, 271.041, -270.001, -110.607, 191.577, -268.082, -291.486, 37.2139, -270.001, -110.607, -276.077, -268.082, 113.515, -196.613, -269.999, 
294.159, -41.8444, -267.354, 114.14, 269.957, -270.001, -110.841, 191.983, -267.354, -290.86, 36.1302, -270.001, -110.841, -275.672, -267.354, 114.14, -197.697, -269.999, 
293.859, -41.3247, -266.432, 114.828, 268.767, -270.001, -111.141, 192.502, -266.432, -290.173, 34.9399, -270.001, -111.141, -275.152, -266.432, 114.827, -198.887, -269.999, 
293.574, -40.8302, -265.565, 115.403, 267.77, -270.001, -111.427, 192.997, -265.565, -289.597, 33.9433, -270.001, -111.427, -274.657, -265.565, 115.403, -199.884, -269.999, 
293.155, -40.106, -264.315, 116.153, 266.472, -270.001, -111.845, 193.721, -264.315, -288.848, 32.6448, -270.001, -111.845, -273.933, -264.315, 116.153, -201.182, -269.999, 
292.674, -39.2721, -262.903, 116.92, 265.142, -270.001, -112.326, 194.555, -262.903, -288.08, 31.315, -270.001, -112.326, -273.099, -262.903, 116.92, -202.512, -269.999, 
292.033, -38.1622, -261.069, 117.833, 263.561, -270.001, -112.967, 195.665, -261.069, -287.167, 29.7344, -270.001, -112.967, -271.989, -261.069, 117.833, -204.092, -269.999, 
291.494, -37.2277, -259.566, 118.532, 262.352, -270.001, -113.507, 196.599, -259.566, -286.469, 28.5244, -270.001, -113.507, -271.055, -259.566, 118.531, -205.302, -269.999, 
290.975, -36.3293, -258.157, 119.157, 261.267, -270.001, -114.025, 197.498, -258.157, -285.843, 27.4403, -270.001, -114.025, -270.156, -258.157, 119.157, -206.387, -269.999, 
290.298, -35.1573, -256.369, 119.921, 259.945, -270.001, -114.702, 198.67, -256.369, -285.079, 26.1175, -270.001, -114.702, -268.984, -256.369, 119.921, -207.709, -269.999, 
289.569, -33.8939, -254.508, 120.691, 258.611, -270.001, -115.431, 199.933, -254.508, -284.309, 24.7841, -270.001, -115.431, -267.721, -254.508, 120.691, -209.043, -269.999, 
288.933, -32.7927, -252.942, 121.326, 257.512, -270.001, -116.067, 201.034, -252.942, -283.675, 23.6849, -270.001, -116.067, -266.62, -252.942, 121.326, -210.142, -269.999, 
288.173, -31.4762, -251.137, 122.048, 256.261, -270.001, -116.827, 202.351, -251.137, -282.952, 22.434, -270.001, -116.827, -265.303, -251.137, 122.048, -211.393, -269.999, 
287.325, -30.0077, -249.21, 122.815, 254.933, -270.001, -117.675, 203.819, -249.21, -282.186, 21.106, -270.001, -117.675, -263.835, -249.21, 122.814, -212.721, -269.999, 
286.347, -28.3137, -247.103, 123.657, 253.474, -270.001, -118.653, 205.513, -247.103, -281.343, 19.6465, -270.001, -118.653, -262.141, -247.103, 123.657, -214.18, -269.999, 
285.527, -26.8925, -245.429, 124.335, 252.299, -270.001, -119.474, 206.935, -245.429, -280.665, 18.4719, -270.001, -119.474, -260.72, -245.429, 124.335, -215.355, -269.999, 
284.715, -25.4875, -243.859, 124.984, 251.176, -270.001, -120.285, 208.339, -243.859, -280.016, 17.3486, -270.001, -120.285, -259.315, -243.859, 124.984, -216.478, -269.999, 
283.882, -24.0434, -242.333, 125.631, 250.055, -270.001, -121.119, 209.784, -242.333, -279.369, 16.2277, -270.001, -121.119, -257.87, -242.333, 125.631, -217.599, -269.999, 
283.015, -22.5429, -240.842, 126.285, 248.921, -270.001, -121.985, 211.284, -240.842, -278.715, 15.0943, -270.001, -121.985, -256.37, -240.842, 126.285, -218.732, -269.999, 
282.011, -20.8028, -239.233, 127.024, 247.642, -270.001, -122.99, 213.024, -239.233, -277.976, 13.8144, -270.001, -122.99, -254.63, -239.233, 127.024, -220.012, -269.999, 
281.1, -19.225, -237.885, 127.678, 246.509, -270.001, -123.901, 214.602, -237.885, -277.322, 12.6816, -270.001, -123.9, -253.052, -237.885, 127.678, -221.145, -269.999, 
279.779, -16.9377, -236.121, 128.604, 244.906, -270.001, -125.221, 216.889, -236.121, -276.396, 11.0787, -270.001, -125.221, -250.765, -236.121, 128.604, -222.748, -269.999, 
278.552, -14.8131, -234.682, 129.443, 243.452, -270.001, -126.448, 219.014, -234.682, -275.557, 9.62459, -270.001, -126.448, -248.64, -234.682, 129.443, -224.202, -269.999, 
277.582, -13.132, -233.679, 130.096, 242.321, -270.001, -127.418, 220.695, -233.68, -274.904, 8.49387, -270.001, -127.418, -246.959, -233.68, 130.096, -225.333, -269.999, 
276.531, -11.3122, -232.73, 130.793, 241.113, -270.001, -128.469, 222.515, -232.731, -274.207, 7.28603, -270.001, -128.469, -245.139, -232.731, 130.793, -226.541, -269.999, 
275.426, -9.39772, -231.885, 131.518, 239.858, -270.001, -129.574, 224.429, -231.885, -273.482, 6.03076, -270.001, -129.574, -243.225, -231.885, 131.518, -227.796, -269.999, 
274.439, -7.68904, -231.262, 132.159, 238.748, -270.001, -130.561, 226.138, -231.262, -272.841, 4.92108, -270.001, -130.561, -241.516, -231.262, 132.159, -228.906, -269.999, 
273.368, -5.83355, -230.727, 132.849, 237.552, -270.001, -131.632, 227.993, -230.725, -272.151, 3.72508, -270.001, -131.632, -239.661, -230.727, 132.849, -230.102, -269.999, 
272.209, -3.82552, -230.313, 133.592, 236.266, -270.001, -132.791, 230.001, -230.312, -271.408, 2.43858, -270.001, -132.791, -237.653, -230.313, 133.592, -231.388, -269.999, 
270.998, -1.72853, -230.064, 134.365, 234.928, -270.001, -134.002, 232.098, -230.063, -270.636, 1.10065, -270.001, -134.002, -235.556, -230.064, 134.364, -232.726, -269.999, 
270.083, -0.143333, -230.001, 134.947, 233.918, -270.001, -134.917, 233.683, -230, -270.053, 0.0912418, -270.001, -134.917, -233.97, -230.001, 134.947, -233.735, -269.999, 
269.091, 1.57396, -230.053, 135.579, 232.825, -270.001, -135.909, 235.401, -230.052, -269.422, -1.00223, -270.001, -135.909, -232.253, -230.053, 135.579, -234.829, -269.999, 
268.064, 3.35415, -230.241, 136.234, 231.69, -270.001, -136.936, 237.181, -230.239, -268.766, -2.13745, -270.001, -136.937, -230.473, -230.241, 136.234, -235.964, -269.999, 
266.824, 5.50079, -230.645, 137.027, 230.316, -270.001, -138.176, 239.327, -230.645, -267.973, -3.51144, -270.001, -138.176, -228.326, -230.645, 137.027, -237.338, -269.999, 
265.776, 7.31666, -231.141, 137.702, 229.147, -270.001, -139.224, 241.143, -231.141, -267.298, -4.68043, -270.001, -139.224, -226.51, -231.141, 137.702, -238.507, -269.999, 
264.463, 9.59014, -231.961, 138.554, 227.671, -270.001, -140.537, 243.417, -231.961, -266.446, -6.15632, -270.001, -140.537, -224.237, -231.961, 138.554, -239.983, -269.999, 
263.406, 11.42, -232.782, 139.248, 226.47, -270.001, -141.593, 245.247, -232.782, -265.752, -7.35728, -270.001, -141.593, -222.407, -232.782, 139.248, -241.184, -269.999, 
262.321, 13.2994, -233.773, 139.969, 225.221, -270.001, -142.678, 247.126, -233.773, -265.032, -8.60581, -270.001, -142.678, -220.527, -233.773, 139.968, -242.432, -269.999, 
260.684, 16.1349, -235.553, 141.077, 223.301, -270.001, -144.315, 249.962, -235.553, -263.923, -10.5257, -270.001, -144.315, -217.692, -235.553, 141.077, -244.352, -269.999, 
259.361, 18.4266, -237.243, 141.996, 221.71, -270.001, -145.639, 252.253, -237.243, -263.004, -12.1172, -270.001, -145.638, -215.4, -237.243, 141.996, -245.944, -269.999, 
258.185, 20.4633, -238.933, 142.834, 220.258, -270.001, -146.814, 254.29, -238.933, -262.166, -13.5687, -270.001, -146.814, -213.363, -238.933, 142.834, -247.395, -269.999, 
257.096, 22.3498, -240.656, 143.632, 218.876, -270.001, -147.904, 256.176, -240.656, -261.368, -14.9506, -270.001, -147.904, -211.477, -240.656, 143.632, -248.777, -269.999, 
255.957, 24.3224, -242.62, 144.493, 217.385, -270.001, -149.042, 258.149, -242.62, -260.507, -16.4418, -270.001, -149.042, -209.504, -242.62, 144.493, -250.268, -269.999, 
254.882, 26.1846, -244.626, 145.336, 215.925, -270.001, -150.118, 260.011, -244.626, -259.665, -17.9016, -270.001, -150.118, -207.642, -244.626, 145.335, -251.728, -269.999, 
253.928, 27.8371, -246.531, 146.113, 214.579, -270.001, -151.072, 261.664, -246.531, -258.887, -19.248, -270.001, -151.072, -205.99, -246.531, 146.113, -253.075, -269.999, 
252.985, 29.47, -248.527, 146.914, 213.192, -270.001, -152.014, 263.297, -248.527, -258.087, -20.635, -270.001, -152.014, -204.357, -248.527, 146.913, -254.462, -269.999, 
252.083, 31.0323, -250.544, 147.717, 211.801, -270.001, -152.916, 264.859, -250.544, -257.284, -22.0257, -270.001, -152.916, -202.794, -250.544, 147.716, -255.852, -269.999, 
251.387, 32.2387, -252.172, 148.366, 210.676, -270.001, -153.613, 266.065, -252.172, -256.634, -23.1508, -270.001, -153.613, -201.588, -252.172, 148.366, -256.977, -269.999, 
250.673, 33.4745, -253.904, 149.064, 209.468, -270.001, -154.326, 267.301, -253.904, -255.936, -24.3592, -270.001, -154.326, -200.352, -253.904, 149.064, -258.186, -269.999, 
249.991, 34.6558, -255.621, 149.768, 208.249, -270.001, -155.008, 268.482, -255.621, -255.233, -25.5779, -270.001, -155.008, -199.171, -255.621, 149.767, -259.405, -269.999, 
249.443, 35.606, -257.046, 150.365, 207.214, -270.001, -155.557, 269.433, -257.046, -254.635, -26.6131, -270.001, -155.557, -198.221, -257.046, 150.365, -260.44, -269.999, 
248.779, 36.7561, -258.821, 151.135, 205.88, -270.001, -156.221, 270.583, -258.821, -253.865, -27.9468, -270.001, -156.221, -197.071, -258.821, 151.135, -261.773, -269.999, 
248.208, 37.7442, -260.391, 151.848, 204.645, -270.001, -156.792, 271.571, -260.391, -253.152, -29.1816, -270.001, -156.791, -196.083, -260.391, 151.848, -263.008, -269.999, 
247.482, 39.0013, -262.45, 152.847, 202.915, -270.001, -157.517, 272.828, -262.449, -252.153, -30.9121, -270.001, -157.517, -194.826, -262.449, 152.847, -264.739, -269.999, 
247.058, 39.7368, -263.685, 153.497, 201.789, -270.001, -157.942, 273.563, -263.685, -251.503, -32.038, -270.001, -157.942, -194.09, -263.685, 153.497, -265.865, -269.999, 
246.585, 40.5549, -265.086, 154.301, 200.396, -270.001, -158.414, 274.381, -265.086, -250.699, -33.4306, -270.001, -158.414, -193.272, -265.086, 154.301, -267.257, -269.999, 
246.17, 41.2751, -266.344, 155.112, 198.992, -270.001, -158.83, 275.102, -266.344, -249.888, -34.8351, -270.001, -158.83, -192.552, -266.344, 155.112, -268.662, -269.999, 
245.732, 42.0337, -267.692, 156.14, 197.212, -270.001, -159.268, 275.86, -267.692, -248.861, -36.6148, -270.001, -159.268, -191.793, -267.692, 156.139, -270.441, -269.999, 
245.512, 42.4143, -268.377, 156.773, 196.115, -270.001, -159.488, 276.241, -268.377, -248.227, -37.7121, -270.001, -159.488, -191.413, -268.377, 156.773, -271.539, -269.999, 
245.326, 42.7362, -268.962, 157.426, 194.984, -270.001, -159.674, 276.563, -268.962, -247.574, -38.8431, -270.001, -159.674, -191.091, -268.962, 157.426, -272.67, -269.999, 
245.176, 42.9954, -269.436, 158.107, 193.804, -270.001, -159.823, 276.822, -269.436, -246.893, -40.0227, -270.001, -159.823, -190.831, -269.436, 158.107, -273.849, -269.999, 
245.072, 43.1765, -269.769, 158.792, 192.619, -270.001, -159.928, 277.003, -269.769, -246.209, -41.2079, -270.001, -159.928, -190.65, -269.769, 158.791, -275.034, -269.999, 
245.014, 43.2766, -269.954, 159.463, 191.455, -270.001, -159.986, 277.103, -269.954, -245.537, -42.3715, -270.001, -159.986, -190.55, -269.954, 159.463, -276.198, -269.999, 
245.241, 42.8828, -269.999, 159.997, 190.531, -269.991, -159.759, 276.71, -270.001, -245.003, -43.2963, -269.991, -159.758, -190.944, -269.999, 159.997, -277.123, -269.99, 
246.053, 41.4765, -269.999, 159.945, 190.62, -269.826, -158.947, 275.304, -270.001, -245.055, -43.2065, -269.826, -158.946, -192.35, -269.999, 159.945, -277.034, -269.826, 
246.849, 40.0976, -269.999, 159.831, 190.818, -269.463, -158.151, 273.925, -270.001, -245.169, -43.0092, -269.463, -158.15, -193.729, -269.999, 159.832, -276.836, -269.463, 
247.702, 38.6201, -269.999, 159.641, 191.148, -268.858, -157.298, 272.447, -270.001, -245.36, -42.6785, -268.858, -157.297, -195.207, -269.999, 159.641, -276.506, -268.858, 
248.539, 37.1718, -269.999, 159.385, 191.592, -268.055, -156.461, 270.999, -270.001, -245.616, -42.2353, -268.055, -156.461, -196.655, -269.999, 159.385, -276.062, -268.055, 
249.173, 36.0725, -269.999, 159.145, 192.006, -267.312, -155.827, 269.9, -270.001, -245.855, -41.821, -267.312, -155.826, -197.754, -269.999, 159.146, -275.648, -267.313, 
249.911, 34.7948, -269.999, 158.819, 192.571, -266.311, -155.089, 268.622, -270.001, -246.181, -41.256, -266.311, -155.089, -199.032, -269.999, 158.819, -275.083, -266.311, 
250.545, 33.6965, -269.999, 158.498, 193.128, -265.338, -154.455, 267.524, -270.001, -246.502, -40.6995, -265.338, -154.455, -200.13, -269.999, 158.498, -274.527, -265.338, 
251.232, 32.5077, -269.999, 158.108, 193.803, -264.175, -153.769, 266.335, -270.001, -246.892, -40.0242, -264.175, -153.768, -201.319, -269.999, 158.108, -273.851, -264.175, 
251.994, 31.1871, -269.999, 157.625, 194.64, -262.76, -153.006, 265.014, -270.001, -247.376, -39.187, -262.76, -153.006, -202.64, -269.999, 157.625, -273.014, -262.761, 
252.777, 29.831, -269.999, 157.074, 195.593, -261.186, -152.223, 263.658, -270.001, -247.926, -38.2337, -261.186, -152.223, -203.996, -269.999, 157.074, -272.061, -261.186, 
253.543, 28.5033, -269.999, 156.484, 196.616, -259.54, -151.457, 262.33, -270.001, -248.516, -37.2108, -259.54, -151.456, -205.323, -269.999, 156.484, -271.038, -259.54, 
254.206, 27.3558, -269.999, 155.933, 197.57, -258.045, -150.794, 261.183, -270.001, -249.067, -36.257, -258.045, -150.794, -206.471, -269.999, 155.933, -270.084, -258.045, 
254.896, 26.1612, -269.999, 155.321, 198.63, -256.43, -150.104, 259.988, -270.001, -249.679, -35.1974, -256.43, -150.104, -207.666, -269.999, 155.321, -269.025, -256.43, 
255.531, 25.0615, -269.999, 154.724, 199.664, -254.899, -149.469, 258.889, -270.001, -250.276, -34.1634, -254.899, -149.469, -208.765, -269.999, 154.724, -267.99, -254.899, 
256.16, 23.9721, -269.999, 154.102, 200.741, -253.353, -148.84, 257.799, -270.001, -250.898, -33.0856, -253.353, -148.84, -209.855, -269.999, 154.102, -266.913, -253.353, 
256.865, 22.751, -269.999, 153.369, 202.011, -251.596, -148.135, 256.578, -270.001, -251.631, -31.8162, -251.596, -148.135, -211.076, -269.999, 153.369, -265.643, -251.596, 
257.686, 21.3286, -269.999, 152.47, 203.568, -249.533, -147.314, 255.156, -270.001, -252.53, -30.259, -249.533, -147.314, -212.498, -269.999, 152.47, -264.086, -249.533, 
258.299, 20.267, -269.999, 151.769, 204.783, -247.996, -146.701, 254.094, -270.001, -253.232, -29.0439, -247.996, -146.701, -213.56, -269.999, 151.769, -262.871, -247.996, 
258.886, 19.2503, -269.999, 151.073, 205.987, -246.535, -146.114, 253.077, -270.001, -253.927, -27.84, -246.535, -146.114, -214.576, -269.999, 151.074, -261.667, -246.535, 
259.551, 18.0985, -269.999, 150.26, 207.397, -244.903, -145.449, 251.926, -270.001, -254.741, -26.4303, -244.903, -145.449, -215.728, -269.999, 150.26, -260.257, -244.903, 
260.228, 16.9245, -269.999, 149.403, 208.881, -243.276, -144.772, 250.752, -270.001, -255.598, -24.946, -243.276, -144.771, -216.902, -269.999, 149.403, -258.773, -243.276, 
260.829, 15.8848, -269.999, 148.622, 210.233, -241.876, -144.171, 249.712, -270.001, -256.378, -23.5938, -241.876, -144.171, -217.942, -269.999, 148.622, -257.421, -241.876, 
261.484, 14.7493, -269.999, 147.747, 211.748, -240.4, -143.516, 248.576, -270.001, -257.253, -22.0786, -240.4, -143.515, -219.077, -269.999, 147.747, -255.906, -240.4, 
262.141, 13.6122, -269.999, 146.849, 213.303, -238.987, -142.859, 247.439, -270.001, -258.151, -20.5236, -238.987, -142.859, -220.215, -269.999, 146.849, -254.351, -238.987, 
262.782, 12.5012, -269.999, 145.953, 214.856, -237.678, -142.218, 246.328, -270.001, -259.047, -18.9707, -237.678, -142.217, -221.326, -269.999, 145.953, -252.798, -237.678, 
263.667, 10.968, -269.999, 144.687, 217.049, -236.006, -141.333, 244.795, -270.001, -260.314, -16.7776, -236.006, -141.332, -222.859, -269.999, 144.687, -250.605, -236.006, 
264.34, 9.80351, -269.999, 143.705, 218.75, -234.85, -140.66, 243.631, -270.001, -261.296, -15.0768, -234.85, -140.66, -224.023, -269.999, 143.705, -248.904, -234.85, 
264.95, 8.74653, -269.999, 142.8, 220.317, -233.894, -140.05, 242.574, -270.001, -262.2, -13.5097, -233.894, -140.05, -225.08, -269.999, 142.8, -247.337, -233.894, 
265.567, 7.67828, -269.999, 141.874, 221.921, -233.024, -139.433, 241.505, -270.001, -263.126, -11.9057, -233.024, -139.433, -226.148, -269.999, 141.874, -245.733, -233.024, 
266.163, 6.64585, -269.999, 140.969, 223.489, -232.281, -138.837, 240.473, -270.001, -264.031, -10.3384, -232.281, -138.837, -227.181, -269.999, 140.969, -244.166, -232.281, 
266.789, 5.56125, -269.999, 140.009, 225.151, -231.607, -138.211, 239.388, -270.001, -264.991, -8.67646, -231.607, -138.211, -228.266, -269.999, 140.009, -242.503, -231.607, 
267.46, 4.39885, -269.999, 138.973, 226.947, -231.011, -137.54, 238.226, -270.001, -266.028, -6.88055, -231.011, -137.54, -229.428, -269.999, 138.973, -240.708, -231.011, 
268.134, 3.23153, -269.999, 137.924, 228.763, -230.548, -136.866, 237.059, -270.001, -267.076, -5.06455, -230.548, -136.866, -230.595, -269.999, 137.924, -238.892, -230.548, 
268.773, 2.12522, -269.999, 136.926, 230.492, -230.238, -136.227, 235.952, -270.001, -268.075, -3.33502, -230.238, -136.227, -231.701, -269.999, 136.926, -237.162, -230.238, 
269.51, 0.848711, -269.999, 135.769, 232.494, -230.037, -135.49, 234.676, -270.001, -269.23, -1.33295, -230.037, -135.49, -232.978, -269.999, 135.77, -235.16, -230.038, 
270.151, -0.262522, -269.999, 134.762, 234.239, -230.003, -134.849, 233.564, -270.001, -270.238, 0.412306, -230.003, -134.848, -234.089, -269.999, 134.762, -233.415, -230.004, 
271.094, -1.89551, -269.999, 133.282, 236.802, -230.188, -133.906, 231.931, -270.001, -271.717, 2.97507, -230.188, -133.905, -235.722, -269.999, 133.282, -230.852, -230.189, 
271.925, -3.33449, -269.999, 131.983, 239.052, -230.582, -133.075, 230.493, -270.001, -273.016, 5.22498, -230.582, -133.075, -237.161, -269.999, 131.983, -228.602, -230.583, 
272.759, -4.77925, -269.999, 130.687, 241.296, -231.19, -132.241, 229.048, -270.001, -274.312, 7.46963, -231.19, -132.241, -238.606, -269.999, 130.688, -226.357, -231.191, 
273.521, -6.09956, -269.999, 129.513, 243.33, -231.926, -131.479, 227.727, -270.001, -275.486, 9.50319, -231.926, -131.478, -239.926, -269.999, 129.513, -224.324, -231.926, 
274.396, -7.61419, -269.999, 128.182, 245.635, -232.974, -130.604, 226.213, -270.001, -276.818, 11.8088, -232.974, -130.604, -241.441, -269.999, 128.182, -222.018, -232.974, 
