l1x, l1y, l1z, l2x, l2y, l2z, l3x, l3y, l3z, l4x, l4y, l4z, l5x, l5y, l5z, l6x, l6y, l6z 
275.276, -9.13787, -269.999, 126.864, 247.919, -234.236, -129.724, 224.689, -270.001, -278.136, 14.0923, -234.236, -129.724, -242.965, -269.999, 126.864, -219.734, -234.236, 
276.212, -10.7592, -269.999, 125.488, 250.301, -235.79, -128.788, 223.068, -270.001, -279.511, 16.4747, -235.79, -128.788, -244.586, -269.999, 125.488, -217.352, -235.79, 
276.816, -11.8066, -269.999, 124.617, 251.811, -236.899, -128.184, 222.02, -270.001, -280.383, 17.9839, -236.899, -128.183, -245.633, -269.999, 124.617, -215.843, -236.899, 
277.777, -13.4713, -269.999, 123.263, 254.155, -238.815, -127.222, 220.356, -270.001, -281.736, 20.3283, -238.815, -127.222, -247.298, -269.999, 123.263, -213.498, -238.815, 
278.306, -14.3875, -269.999, 122.536, 255.414, -239.941, -126.693, 219.439, -270.001, -282.463, 21.5876, -239.941, -126.693, -248.214, -269.999, 122.536, -212.239, -239.941, 
278.891, -15.4006, -269.999, 121.748, 256.779, -241.238, -126.109, 218.426, -270.001, -283.251, 22.9522, -241.238, -126.108, -249.227, -269.999, 121.748, -210.875, -241.238, 
279.535, -16.516, -269.999, 120.902, 258.246, -242.72, -125.465, 217.311, -270.001, -284.098, 24.4188, -242.72, -125.464, -250.343, -269.999, 120.902, -209.408, -242.72, 
280.233, -17.7236, -269.999, 120.011, 259.788, -244.378, -124.767, 216.103, -270.001, -284.989, 25.9613, -244.378, -124.767, -251.55, -269.999, 120.011, -207.865, -244.378, 
280.788, -18.686, -269.999, 119.322, 260.982, -245.731, -124.212, 215.141, -270.001, -285.678, 27.1551, -245.731, -124.211, -252.513, -269.999, 119.322, -206.672, -245.731, 
281.395, -19.7376, -269.999, 118.591, 262.249, -247.233, -123.605, 214.089, -270.001, -286.409, 28.4218, -247.233, -123.604, -253.564, -269.999, 118.591, -205.405, -247.233, 
282.053, -20.8777, -269.999, 117.825, 263.575, -248.878, -122.946, 212.949, -270.001, -287.175, 29.748, -248.878, -122.946, -254.704, -269.999, 117.825, -204.079, -248.878, 
282.828, -22.2188, -269.999, 116.962, 265.07, -250.824, -122.172, 211.608, -270.001, -288.038, 31.2432, -250.824, -122.172, -256.046, -269.999, 116.962, -202.584, -250.824, 
283.638, -23.6214, -269.999, 116.105, 266.554, -252.849, -121.362, 210.205, -270.001, -288.895, 32.7275, -252.849, -121.362, -257.448, -269.999, 116.105, -201.099, -252.849, 
284.349, -24.8529, -269.999, 115.392, 267.788, -254.604, -120.651, 208.974, -270.001, -289.607, 33.9611, -254.604, -120.651, -258.68, -269.999, 115.392, -199.866, -254.604, 
285.254, -26.4203, -269.999, 114.543, 269.26, -256.783, -119.746, 207.407, -270.001, -290.457, 35.4328, -256.783, -119.746, -260.247, -269.999, 114.543, -198.394, -256.783, 
285.911, -27.5584, -269.999, 113.967, 270.257, -258.312, -119.089, 206.268, -270.001, -291.033, 36.4299, -258.312, -119.089, -261.385, -269.999, 113.967, -197.397, -258.312, 
286.448, -28.4898, -269.999, 113.523, 271.026, -259.521, -118.551, 205.337, -270.001, -291.477, 37.1997, -259.521, -118.551, -262.316, -269.999, 113.523, -196.627, -259.521, 
287.009, -29.4612, -269.999, 113.085, 271.784, -260.736, -117.991, 204.366, -270.001, -291.915, 37.9576, -260.736, -117.99, -263.288, -269.999, 113.085, -195.869, -260.736, 
287.782, -30.8004, -269.999, 112.527, 272.751, -262.322, -117.217, 203.026, -270.001, -292.473, 38.9247, -262.322, -117.217, -264.627, -269.999, 112.527, -194.902, -262.322, 
288.544, -32.1188, -269.999, 112.029, 273.614, -263.77, -116.456, 201.708, -270.001, -292.971, 39.7871, -263.77, -116.456, -265.945, -269.999, 112.029, -194.04, -263.77, 
289.092, -33.0694, -269.999, 111.702, 274.179, -264.737, -115.907, 200.757, -270.001, -293.297, 40.3526, -264.737, -115.907, -266.896, -269.999, 111.702, -193.474, -264.737, 
289.676, -34.0797, -269.999, 111.386, 274.728, -265.688, -115.324, 199.747, -270.001, -293.614, 40.901, -265.688, -115.324, -267.906, -269.999, 111.386, -192.926, -265.688, 
290.284, -35.1342, -269.999, 111.089, 275.241, -266.59, -114.715, 198.693, -270.001, -293.911, 41.4147, -266.59, -114.715, -268.961, -269.999, 111.089, -192.412, -266.59, 
290.997, -36.3689, -269.999, 110.786, 275.766, -267.523, -114.002, 197.458, -270.001, -294.213, 41.9392, -267.523, -114.002, -270.196, -269.999, 110.786, -191.888, -267.523, 
291.597, -37.4081, -269.999, 110.569, 276.142, -268.199, -113.402, 196.419, -270.001, -294.431, 42.3155, -268.199, -113.402, -271.235, -269.999, 110.569, -191.511, -268.199, 
292.157, -38.3774, -269.999, 110.398, 276.439, -268.737, -112.843, 195.449, -270.001, -294.602, 42.6123, -268.737, -112.843, -272.204, -269.999, 110.398, -191.214, -268.737, 
292.807, -39.5039, -269.999, 110.237, 276.718, -269.245, -112.192, 194.323, -270.001, -294.763, 42.891, -269.245, -112.192, -273.331, -269.999, 110.237, -190.936, -269.245, 
293.676, -41.0082, -269.999, 110.086, 276.978, -269.723, -111.324, 192.819, -270.001, -294.913, 43.1515, -269.723, -111.324, -274.835, -269.999, 110.086, -190.675, -269.723, 
294.454, -42.3569, -269.999, 110.015, 277.102, -269.952, -110.545, 191.47, -270.001, -294.985, 43.2758, -269.952, -110.545, -276.184, -269.999, 110.015, -190.551, -269.952, 
294.996, -43.2956, -269.989, 110.257, 276.684, -270.001, -110.003, 190.531, -269.99, -294.744, 42.8567, -270.001, -110.003, -277.122, -269.989, 110.257, -190.97, -269.999, 
294.956, -43.2251, -269.86, 110.945, 275.493, -270.001, -110.044, 190.602, -269.86, -294.056, 41.6654, -270.001, -110.044, -277.052, -269.86, 110.944, -192.161, -269.999, 
294.883, -43.0987, -269.627, 111.54, 274.46, -270.001, -110.117, 190.728, -269.627, -293.46, 40.6333, -270.001, -110.117, -276.926, -269.627, 111.54, -193.194, -269.999, 
294.774, -42.909, -269.279, 112.144, 273.415, -270.001, -110.227, 190.918, -269.279, -292.856, 39.5875, -270.001, -110.227, -276.736, -269.279, 112.144, -194.239, -269.999, 
294.589, -42.5895, -268.696, 112.89, 272.123, -270.001, -110.411, 191.238, -268.696, -292.11, 38.2958, -270.001, -110.411, -276.417, -268.696, 112.89, -195.531, -269.999, 
294.365, -42.2011, -267.994, 113.596, 270.901, -270.001, -110.635, 191.626, -267.994, -291.405, 37.0738, -270.001, -110.635, -276.028, -267.994, 113.595, -196.753, -269.999, 
294.012, -41.5902, -266.902, 114.489, 269.353, -270.001, -110.988, 192.237, -266.902, -290.511, 35.5257, -270.001, -110.988, -275.417, -266.902, 114.489, -198.301, -269.999, 
293.678, -41.011, -265.881, 115.2, 268.122, -270.001, -111.322, 192.816, -265.881, -289.801, 34.2954, -270.001, -111.322, -274.838, -265.881, 115.2, -199.531, -269.999, 
293.376, -40.4874, -264.971, 115.769, 267.136, -270.001, -111.625, 193.34, -264.971, -289.231, 33.3086, -270.001, -111.625, -274.315, -264.971, 115.769, -200.518, -269.999, 
293.012, -39.8574, -263.891, 116.391, 266.06, -270.001, -111.988, 193.97, -263.891, -288.61, 32.2326, -270.001, -111.988, -273.684, -263.891, 116.391, -201.594, -269.999, 
292.598, -39.1407, -262.683, 117.034, 264.945, -270.001, -112.402, 194.686, -262.683, -287.966, 31.118, -270.001, -112.402, -272.968, -262.683, 117.034, -202.709, -269.999, 
292.072, -38.2294, -261.179, 117.781, 263.652, -270.001, -112.928, 195.598, -261.179, -287.22, 29.8251, -270.001, -112.928, -272.056, -261.179, 117.78, -204.002, -269.999, 
291.48, -37.2048, -259.53, 118.548, 262.323, -270.001, -113.52, 196.622, -259.53, -286.452, 28.496, -270.001, -113.52, -271.032, -259.53, 118.548, -205.331, -269.999, 
290.806, -36.0367, -257.705, 119.353, 260.928, -270.001, -114.194, 197.79, -257.705, -285.647, 27.1011, -270.001, -114.194, -269.864, -257.705, 119.353, -206.726, -269.999, 
290.01, -34.658, -255.626, 120.231, 259.407, -270.001, -114.99, 199.169, -255.626, -284.769, 25.5802, -270.001, -114.99, -268.485, -255.626, 120.231, -208.247, -269.999, 
289.156, -33.1783, -253.484, 121.107, 257.891, -270.001, -115.845, 200.649, -253.484, -283.893, 24.0637, -270.001, -115.845, -267.005, -253.484, 121.107, -209.763, -269.999, 
288.448, -31.9525, -251.781, 121.791, 256.706, -270.001, -116.552, 201.874, -251.781, -283.21, 22.8794, -270.001, -116.552, -265.78, -251.781, 121.791, -210.947, -269.999, 
287.465, -30.2493, -249.521, 122.691, 255.147, -270.001, -117.536, 203.578, -249.521, -282.309, 21.32, -270.001, -117.536, -264.076, -249.521, 122.691, -212.507, -269.999, 
286.634, -28.8108, -247.708, 123.414, 253.895, -270.001, -118.366, 205.016, -247.709, -281.586, 20.0676, -270.001, -118.366, -262.638, -247.708, 123.414, -213.759, -269.999, 
285.444, -26.7488, -245.264, 124.403, 252.182, -270.001, -119.557, 207.078, -245.265, -280.598, 18.3554, -270.001, -119.557, -260.576, -245.265, 124.402, -215.471, -269.999, 
284.704, -25.4674, -243.837, 124.993, 251.16, -270.001, -120.297, 208.36, -243.837, -280.007, 17.3327, -270.001, -120.296, -259.294, -243.837, 124.993, -216.494, -269.999, 
283.908, -24.0896, -242.38, 125.611, 250.09, -270.001, -121.092, 209.737, -242.381, -279.39, 16.263, -270.001, -121.092, -257.917, -242.381, 125.611, -217.564, -269.999, 
283.101, -22.691, -240.985, 126.222, 249.032, -270.001, -121.899, 211.136, -240.985, -278.779, 15.2048, -270.001, -121.899, -256.518, -240.985, 126.221, -218.622, -269.999, 
282.145, -21.0358, -239.441, 126.927, 247.811, -270.001, -122.855, 212.791, -239.441, -278.074, 13.9838, -270.001, -122.855, -254.863, -239.441, 126.926, -219.843, -269.999, 
281.316, -19.5997, -238.196, 127.524, 246.775, -270.001, -123.684, 214.227, -238.196, -277.476, 12.9484, -270.001, -123.684, -253.427, -238.196, 127.524, -220.878, -269.999, 
280.427, -18.0597, -236.958, 128.153, 245.687, -270.001, -124.573, 215.767, -236.959, -276.847, 11.8596, -270.001, -124.573, -251.887, -236.958, 128.153, -221.967, -269.999, 
279.568, -16.5712, -235.859, 128.75, 244.653, -270.001, -125.433, 217.256, -235.859, -276.25, 10.8256, -270.001, -125.433, -250.398, -235.859, 128.75, -223.001, -269.999, 
278.518, -14.753, -234.644, 129.467, 243.411, -270.001, -126.482, 219.074, -234.644, -275.533, 9.58389, -270.001, -126.482, -248.58, -234.644, 129.467, -224.243, -269.999, 
277.563, -13.0987, -233.661, 130.109, 242.299, -270.001, -127.438, 220.728, -233.661, -274.891, 8.47153, -270.001, -127.438, -246.926, -233.661, 130.109, -225.355, -269.999, 
276.186, -10.7145, -232.45, 131.021, 240.72, -270.001, -128.814, 223.113, -232.45, -273.98, 6.89259, -270.001, -128.814, -244.542, -232.45, 131.02, -226.934, -269.999, 
274.91, -8.5045, -231.544, 131.854, 239.277, -270.001, -130.09, 225.323, -231.544, -273.147, 5.44961, -270.001, -130.09, -242.332, -231.544, 131.854, -228.377, -269.999, 
273.991, -6.91168, -231.02, 132.449, 238.246, -270.001, -131.01, 226.915, -231.02, -272.551, 4.41896, -270.001, -131.01, -240.739, -231.02, 132.449, -229.408, -269.999, 
272.855, -4.94475, -230.522, 133.179, 236.982, -270.001, -132.145, 228.882, -230.521, -271.822, 3.15476, -270.001, -132.145, -238.772, -230.522, 133.179, -230.672, -269.999, 
271.878, -3.25212, -230.226, 133.804, 235.899, -270.001, -133.122, 230.575, -230.225, -271.197, 2.07227, -270.001, -133.122, -237.079, -230.226, 133.803, -231.754, -269.999, 
270.852, -1.47523, -230.047, 134.458, 234.766, -270.001, -134.148, 232.351, -230.046, -270.542, 0.939293, -270.001, -134.148, -235.302, -230.047, 134.458, -232.887, -269.999, 
269.771, 0.396631, -230.004, 135.146, 233.575, -270.001, -135.229, 234.223, -230.003, -269.854, -0.252501, -270.001, -135.229, -233.43, -230.004, 135.146, -234.079, -269.999, 
268.436, 2.70922, -230.157, 135.997, 232.101, -270.001, -136.564, 236.536, -230.156, -269.004, -1.72597, -270.001, -136.564, -231.118, -230.157, 135.996, -235.553, -269.999, 
267.471, 4.38058, -230.41, 136.613, 231.033, -270.001, -137.529, 238.207, -230.409, -268.387, -2.79364, -270.001, -137.529, -229.446, -230.41, 136.613, -236.62, -269.999, 
266.538, 5.99563, -230.766, 137.211, 229.998, -270.001, -138.462, 239.822, -230.766, -267.789, -3.82923, -270.001, -138.461, -227.831, -230.766, 137.211, -237.656, -269.999, 
265.623, 7.58026, -231.225, 137.801, 228.976, -270.001, -139.376, 241.407, -231.225, -267.2, -4.85073, -270.001, -139.376, -226.246, -231.225, 137.8, -238.677, -269.999, 
264.363, 9.76364, -232.033, 138.62, 227.557, -270.001, -140.637, 243.59, -232.033, -266.38, -6.26973, -270.001, -140.637, -224.063, -232.033, 138.62, -240.096, -269.999, 
263.056, 12.0265, -233.085, 139.479, 226.069, -270.001, -141.943, 245.853, -233.085, -265.521, -7.75835, -270.001, -141.943, -221.8, -233.085, 139.479, -241.585, -269.999, 
261.984, 13.8834, -234.111, 140.195, 224.83, -270.001, -143.016, 247.71, -234.111, -264.806, -8.99742, -270.001, -143.015, -219.943, -234.111, 140.195, -242.824, -269.999, 
260.774, 15.9799, -235.447, 141.016, 223.407, -270.001, -144.226, 249.807, -235.447, -263.984, -10.4196, -270.001, -144.226, -217.847, -235.447, 141.016, -244.246, -269.999, 
259.825, 17.6233, -236.625, 141.671, 222.272, -270.001, -145.175, 251.45, -236.625, -263.329, -11.5549, -270.001, -145.175, -216.203, -236.625, 141.671, -245.382, -269.999, 
258.944, 19.1499, -237.823, 142.291, 221.199, -270.001, -146.056, 252.977, -237.823, -262.709, -12.6283, -270.001, -146.056, -214.677, -237.823, 142.291, -246.455, -269.999, 
258.047, 20.7034, -239.143, 142.934, 220.085, -270.001, -146.953, 254.53, -239.143, -262.066, -13.7423, -270.001, -146.953, -213.123, -239.143, 142.934, -247.569, -269.999, 
257.075, 22.3865, -240.691, 143.648, 218.849, -270.001, -147.925, 256.213, -240.691, -261.353, -14.9779, -270.001, -147.925, -211.44, -240.691, 143.647, -248.805, -269.999, 
256.268, 23.7835, -242.067, 144.255, 217.798, -270.001, -148.731, 257.61, -242.067, -260.746, -16.0292, -270.001, -148.731, -210.043, -242.067, 144.254, -249.856, -269.999, 
255.419, 25.2556, -243.607, 144.911, 216.661, -270.001, -149.581, 259.082, -243.607, -260.089, -17.1664, -270.001, -149.581, -208.571, -243.607, 144.911, -250.993, -269.999, 
254.7, 26.4997, -244.98, 145.481, 215.673, -270.001, -150.299, 260.326, -244.98, -259.519, -18.1543, -270.001, -150.299, -207.327, -244.98, 145.481, -251.981, -269.999, 
253.97, 27.7645, -246.445, 146.078, 214.639, -270.001, -151.03, 261.591, -246.445, -258.922, -19.1877, -270.001, -151.03, -206.062, -246.445, 146.078, -253.014, -269.999, 
253.077, 29.3114, -248.328, 146.834, 213.329, -270.001, -151.923, 263.138, -248.328, -258.166, -20.4976, -270.001, -151.923, -204.515, -248.328, 146.834, -254.324, -269.999, 
252.387, 30.5057, -249.852, 147.441, 212.278, -270.001, -152.612, 264.332, -249.852, -257.559, -21.5491, -270.001, -152.612, -203.321, -249.852, 147.441, -255.376, -269.999, 
251.678, 31.7344, -251.484, 148.091, 211.153, -270.001, -153.322, 265.561, -251.484, -256.909, -22.6744, -270.001, -153.322, -202.092, -251.484, 148.091, -256.501, -269.999, 
250.98, 32.9431, -253.151, 148.76, 209.995, -270.001, -154.02, 266.77, -253.151, -256.241, -23.832, -270.001, -154.02, -200.884, -253.151, 148.759, -257.659, -269.999, 
250.232, 34.2394, -255.009, 149.515, 208.687, -270.001, -154.768, 268.066, -255.009, -255.485, -25.1405, -270.001, -154.768, -199.587, -255.009, 149.515, -258.967, -269.999, 
249.529, 35.4563, -256.819, 150.269, 207.381, -270.001, -155.471, 269.283, -256.819, -254.731, -26.4464, -270.001, -155.471, -198.37, -256.819, 150.269, -260.273, -269.999, 
248.8, 36.7196, -258.764, 151.11, 205.924, -270.001, -156.2, 270.546, -258.764, -253.89, -27.903, -270.001, -156.2, -197.107, -258.764, 151.11, -261.73, -269.999, 
248.156, 37.8347, -260.537, 151.916, 204.527, -270.001, -156.844, 271.661, -260.537, -253.084, -29.2997, -270.001, -156.844, -195.992, -260.537, 151.916, -263.126, -269.999, 
247.717, 38.5953, -261.778, 152.511, 203.497, -270.001, -157.283, 272.422, -261.778, -252.489, -30.33, -270.001, -157.283, -195.231, -261.778, 152.511, -264.157, -269.999, 
247.293, 39.3294, -262.998, 153.13, 202.425, -270.001, -157.707, 273.156, -262.998, -251.87, -31.4021, -270.001, -157.707, -194.497, -262.998, 153.13, -265.229, -269.999, 
246.936, 39.9483, -264.045, 153.696, 201.445, -270.001, -158.064, 273.775, -264.045, -251.304, -32.382, -270.001, -158.064, -193.878, -264.045, 153.696, -266.209, -269.999, 
246.519, 40.6699, -265.286, 154.423, 200.185, -270.001, -158.481, 274.496, -265.286, -250.577, -33.6416, -270.001, -158.481, -193.157, -265.286, 154.423, -267.468, -269.999, 
246.135, 41.3353, -266.45, 155.186, 198.864, -270.001, -158.865, 275.162, -266.45, -249.814, -34.9627, -270.001, -158.865, -192.492, -266.45, 155.186, -268.789, -269.999, 
245.877, 41.7822, -267.242, 155.772, 197.849, -270.001, -159.123, 275.609, -267.242, -249.228, -35.9779, -270.001, -159.123, -192.045, -267.242, 155.772, -269.804, -269.999, 
245.649, 42.1766, -267.948, 156.365, 196.822, -270.001, -159.351, 276.003, -267.948, -248.635, -37.0048, -270.001, -159.351, -191.65, -267.949, 156.365, -270.831, -269.999, 
245.458, 42.5077, -268.547, 156.949, 195.811, -270.001, -159.542, 276.334, -268.547, -248.052, -38.0158, -270.001, -159.542, -191.319, -268.547, 156.948, -271.842, -269.999, 
245.247, 42.8733, -269.213, 157.761, 194.405, -270.001, -159.753, 276.7, -269.212, -247.24, -39.4225, -270.001, -159.753, -190.953, -269.213, 157.76, -273.249, -269.999, 
245.11, 43.1107, -269.648, 158.507, 193.112, -270.001, -159.89, 276.937, -269.648, -246.494, -40.7145, -270.001, -159.89, -190.716, -269.648, 158.506, -274.541, -269.999, 
245.029, 43.2505, -269.906, 159.229, 191.861, -270.001, -159.971, 277.077, -269.905, -245.771, -41.9659, -270.001, -159.971, -190.576, -269.906, 159.229, -275.792, -269.999, 
245.001, 43.2988, -269.995, 159.83, 190.821, -270.001, -159.998, 277.125, -269.995, -245.171, -43.0061, -270.001, -159.998, -190.528, -269.995, 159.829, -276.833, -269.999, 
245.612, 42.2404, -269.999, 159.982, 190.558, -269.941, -159.388, 276.068, -270.001, -245.019, -43.2692, -269.941, -159.387, -191.586, -269.999, 159.981, -277.096, -269.94, 
246.194, 41.2325, -269.999, 159.93, 190.648, -269.776, -158.806, 275.06, -270.001, -245.07, -43.1794, -269.776, -158.805, -192.594, -269.999, 159.93, -277.007, -269.776, 
246.909, 39.9946, -269.999, 159.82, 190.837, -269.428, -158.091, 273.822, -270.001, -245.18, -42.9901, -269.428, -158.091, -193.832, -269.999, 159.821, -276.817, -269.428, 
247.576, 38.8401, -269.999, 159.673, 191.091, -268.962, -157.425, 272.667, -270.001, -245.327, -42.7355, -268.962, -157.424, -194.987, -269.999, 159.674, -276.563, -268.962, 
248.119, 37.8987, -269.999, 159.522, 191.355, -268.484, -156.881, 271.726, -270.001, -245.479, -42.4724, -268.484, -156.881, -195.928, -269.999, 159.522, -276.3, -268.484, 
248.731, 36.8389, -269.999, 159.316, 191.71, -267.842, -156.269, 270.666, -270.001, -245.684, -42.1168, -267.842, -156.269, -196.988, -269.999, 159.316, -275.944, -267.842, 
249.406, 35.6691, -269.999, 159.048, 192.175, -267.012, -155.594, 269.496, -270.001, -245.952, -41.6522, -267.012, -155.593, -198.158, -269.999, 159.048, -275.479, -267.012, 
250.175, 34.3379, -269.999, 158.69, 192.795, -265.918, -154.825, 268.165, -270.001, -246.31, -41.0323, -265.918, -154.825, -199.489, -269.999, 158.69, -274.859, -265.918, 
251.042, 32.8368, -269.999, 158.22, 193.608, -264.508, -153.959, 266.664, -270.001, -246.78, -40.2187, -264.508, -153.958, -200.99, -269.999, 158.22, -274.046, -264.508, 
251.907, 31.3375, -269.999, 157.682, 194.54, -262.928, -153.093, 265.165, -270.001, -247.318, -39.2869, -262.928, -153.093, -202.489, -269.999, 157.682, -273.114, -262.928, 
252.666, 30.0223, -269.999, 157.155, 195.453, -261.415, -152.334, 263.849, -270.001, -247.845, -38.3739, -261.415, -152.333, -203.804, -269.999, 157.155, -272.201, -261.415, 
253.498, 28.5818, -269.999, 156.52, 196.553, -259.639, -151.502, 262.409, -270.001, -248.48, -37.2736, -259.639, -151.502, -205.245, -269.999, 156.52, -271.101, -259.639, 
254.156, 27.4422, -269.999, 155.976, 197.496, -258.159, -150.844, 261.269, -270.001, -249.024, -36.3309, -258.159, -150.844, -206.385, -269.999, 155.976, -270.158, -258.159, 
254.829, 26.2767, -269.999, 155.382, 198.524, -256.588, -150.171, 260.104, -270.001, -249.618, -35.3027, -256.588, -150.171, -207.55, -269.999, 155.382, -269.13, -256.588, 
255.434, 25.2288, -269.999, 154.817, 199.503, -255.134, -149.566, 259.056, -270.001, -250.183, -34.3242, -255.134, -149.566, -208.598, -269.999, 154.817, -268.151, -255.134, 
256.142, 24.0023, -269.999, 154.12, 200.711, -253.396, -148.858, 257.829, -270.001, -250.881, -33.1161, -253.396, -148.858, -209.824, -269.999, 154.12, -266.943, -253.396, 
256.996, 22.5233, -269.999, 153.228, 202.255, -251.266, -148.004, 256.35, -270.001, -251.772, -31.5724, -251.266, -148.004, -211.303, -269.999, 153.228, -265.399, -251.266, 
257.743, 21.2296, -269.999, 152.406, 203.68, -249.39, -147.257, 255.057, -270.001, -252.594, -30.1475, -249.39, -147.257, -212.597, -269.999, 152.406, -263.975, -249.39, 
258.705, 19.5631, -269.999, 151.29, 205.612, -246.983, -146.295, 253.39, -270.001, -253.71, -28.2145, -246.983, -146.295, -214.264, -269.999, 151.29, -262.042, -246.983, 
259.356, 18.4354, -269.999, 150.5, 206.98, -245.377, -145.644, 252.263, -270.001, -254.5, -26.8474, -245.377, -145.644, -215.391, -269.999, 150.5, -260.674, -245.377, 
259.939, 17.4259, -269.999, 149.772, 208.241, -243.966, -145.061, 251.253, -270.001, -255.228, -25.5856, -243.966, -145.061, -216.401, -269.999, 149.772, -259.413, -243.966, 
260.634, 16.222, -269.999, 148.877, 209.791, -242.325, -144.366, 250.049, -270.001, -256.123, -24.0359, -242.325, -144.366, -217.605, -269.999, 148.877, -257.863, -242.325, 
261.226, 15.1972, -269.999, 148.095, 211.146, -240.975, -143.774, 249.024, -270.001, -256.905, -22.6807, -240.975, -143.774, -218.63, -269.999, 148.095, -256.508, -240.975, 
261.922, 13.9906, -269.999, 147.15, 212.782, -239.449, -143.078, 247.818, -270.001, -257.85, -21.045, -239.449, -143.077, -219.836, -269.999, 147.15, -254.872, -239.449, 
262.573, 12.8629, -269.999, 146.247, 214.347, -238.096, -142.427, 246.69, -270.001, -258.754, -19.4797, -238.096, -142.426, -220.964, -269.999, 146.247, -253.307, -238.096, 
263.145, 11.873, -269.999, 145.438, 215.748, -236.973, -141.855, 245.7, -270.001, -259.562, -18.0788, -236.973, -141.855, -221.954, -269.999, 145.438, -251.906, -236.973, 
263.705, 10.9026, -269.999, 144.632, 217.144, -235.938, -141.295, 244.73, -270.001, -260.368, -16.6827, -235.938, -141.294, -222.924, -269.999, 144.632, -250.51, -235.938, 
264.395, 9.70777, -269.999, 143.623, 218.891, -234.76, -140.605, 243.535, -270.001, -261.377, -14.9358, -234.76, -140.605, -224.119, -269.999, 143.623, -248.763, -234.76, 
265.162, 8.38016, -269.999, 142.483, 220.865, -233.585, -139.838, 242.207, -270.001, -262.517, -12.9616, -233.585, -139.838, -225.447, -269.999, 142.484, -246.789, -233.585, 
265.76, 7.34352, -269.999, 141.581, 222.428, -232.773, -139.24, 241.171, -270.001, -263.419, -11.3991, -232.773, -139.24, -226.483, -269.999, 141.581, -245.226, -232.773, 
266.303, 6.40373, -269.999, 140.756, 223.858, -232.121, -138.697, 240.231, -270.001, -264.245, -9.96879, -232.121, -138.697, -227.423, -269.999, 140.756, -243.796, -232.121, 
267.024, 5.1534, -269.999, 139.647, 225.779, -231.382, -137.975, 238.98, -270.001, -265.354, -8.04794, -231.382, -137.975, -228.673, -269.999, 139.647, -241.875, -231.382, 
267.664, 4.04525, -269.999, 138.656, 227.496, -230.856, -137.336, 237.872, -270.001, -266.345, -6.33138, -230.856, -137.335, -229.781, -269.999, 138.656, -240.158, -230.856, 
268.249, 3.03164, -269.999, 137.744, 229.074, -230.482, -136.75, 236.859, -270.001, -267.256, -4.75256, -230.482, -136.75, -230.795, -269.999, 137.744, -238.58, -230.482, 
268.805, 2.06891, -269.999, 136.875, 230.58, -230.225, -136.195, 235.896, -270.001, -268.125, -3.2467, -230.224, -136.194, -231.758, -269.999, 136.875, -237.074, -230.225, 
269.41, 1.02197, -269.999, 135.927, 232.222, -230.054, -135.59, 234.849, -270.001, -269.073, -1.60501, -230.054, -135.59, -232.805, -269.999, 135.927, -235.432, -230.056, 
270.3, -0.520105, -269.999, 134.528, 234.644, -230.014, -134.7, 233.307, -270.001, -270.471, 0.816965, -230.014, -134.7, -234.347, -269.999, 134.528, -233.01, -230.015, 
270.957, -1.65865, -269.999, 133.497, 236.43, -230.144, -134.042, 232.168, -270.001, -271.503, 2.60368, -230.144, -134.042, -235.485, -269.999, 133.497, -231.223, -230.145, 
271.533, -2.6547, -269.999, 132.596, 237.99, -230.369, -133.467, 231.172, -270.001, -272.404, 4.1634, -230.369, -133.467, -236.481, -269.999, 132.596, -229.664, -230.37, 
272.106, -3.6476, -269.999, 131.702, 239.54, -230.696, -132.894, 230.179, -270.001, -273.298, 5.71295, -230.696, -132.894, -237.474, -269.999, 131.702, -228.114, -230.697, 
272.722, -4.71579, -269.999, 130.744, 241.198, -231.159, -132.277, 229.111, -270.001, -274.256, 7.37148, -231.159, -132.277, -238.542, -269.999, 130.744, -226.455, -231.16, 
273.256, -5.63938, -269.999, 129.921, 242.623, -231.65, -131.744, 228.188, -270.001, -275.079, 8.79668, -231.65, -131.744, -239.466, -269.999, 129.921, -225.03, -231.65, 
273.889, -6.73702, -269.999, 128.951, 244.304, -232.341, -131.11, 227.09, -270.001, -276.049, 10.4775, -232.341, -131.11, -240.564, -269.999, 128.951, -223.349, -232.341, 
274.54, -7.86441, -269.999, 127.964, 246.013, -233.168, -130.46, 225.963, -270.001, -277.036, 12.1864, -233.168, -130.459, -241.691, -269.999, 127.964, -221.64, -233.168, 
275.195, -8.99917, -269.999, 126.983, 247.713, -234.113, -129.804, 224.828, -270.001, -278.017, 13.8861, -234.113, -129.804, -242.826, -269.999, 126.983, -219.941, -234.113, 
275.82, -10.0817, -269.999, 126.059, 249.312, -235.115, -129.179, 223.745, -270.001, -278.94, 15.4856, -235.115, -129.179, -243.908, -269.999, 126.059, -218.341, -235.115, 
276.493, -11.246, -269.999, 125.081, 251.006, -236.295, -128.507, 222.581, -270.001, -279.918, 17.1792, -236.295, -128.507, -245.073, -269.999, 125.082, -216.648, -236.295, 
277.078, -12.2591, -269.999, 124.245, 252.455, -237.402, -127.922, 221.568, -270.001, -280.755, 18.628, -237.402, -127.922, -246.086, -269.999, 124.245, -215.199, -237.402, 
277.764, -13.4476, -269.999, 123.282, 254.122, -238.787, -127.236, 220.379, -270.001, -281.717, 20.2956, -238.787, -127.236, -247.274, -269.999, 123.282, -213.531, -238.787, 
